"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","Candidate Name (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)","FOOTNOTES"
"475.0","California","CA","42.0","H8CA42210","","Michael","Williamson","Williamson, Michael","","D","5217.0","0.27868589743589745","","","","","","","","",""
"476.0","California","CA","42.0","H8CA42194","","Ronald","Shepston","Shepston, Ronald","","D","4568.0","0.244017094017094","","","","","","","","",""
"477.0","California","CA","42.0","n/a","","","","","Party Votes:","D","18720.0","","","","","","","","","",""
"478.0","California","CA","42","n/a","","","","","District Votes:","","57888.0","","","","263313.0","","","","","",""
"479.0","California","CA","43.0","H6CA42099","(I)","Joe","Baca","Baca, Joe","","D","13177.0","0.6628936512727639","","","108259.0","0.6914371115979332","","","","",""
"480.0","California","CA","43.0","H8CA43101","","Joanne","Gilbert","Gilbert, Joanne","","D","6701.0","0.33710634872723616","","","","","","","","",""
"481.0","California","CA","43.0","n/a","","","","","Party Votes:","D","19878.0","","","","","","","","","",""
"482.0","California","CA","43.0","H8CA43119","","John","Roberts","Roberts, John","","R","5406.0","0.5956368444248568","","","48312.0","0.3085628884020668","","","","",""
"483.0","California","CA","43.0","H6CA43121","","Scott","Folkens","Folkens, Scott","","R","3670.0","0.40436315557514324","","","","","","","","",""
"484.0","California","CA","43.0","n/a","","","","","Party Votes:","R","9076.0","","","","","","","","","",""
"485.0","California","CA","43.0","n/a","","","","","District Votes:","","28954.0","","","","156571.0","","","","","",""
"486.0","California","CA","44.0","H2CA37023","(I)","Ken","Calvert","Calvert, Ken","","R","32702.0","1.0","","","129937.0","0.5119116563643742","","","","",""
"487.0","California","CA","44.0","n/a","","","","","Party Votes:","R","32702.0","","","","","","","","","",""
"488.0","California","CA","44.0","H8CA44091","","Bill","Hedrick","Hedrick, Bill","","D","20074.0","1.0","","","123890.0","0.48808834363562587","","","","",""
"489.0","California","CA","44.0","n/a","","","","","Party Votes:","D","20074.0","","","","","","","","","",""
"490.0","California","CA","44.0","n/a","","","","","District Votes:","","52776.0","","","","253827.0","","","","","",""
"491.0","California","CA","45.0","H8CA44034","(I)","Mary Bono","Mack","Mack, Mary Bono","","R","38726.0","0.8934569952011813","","","155166.0","0.5829100799422973","","","","",""
"492.0","California","CA","45.0","H8CA45122","","George","Pearne","Pearne, George","","R","4618.0","0.10654300479881876","","","","","","","","",""
"493.0","California","CA","45.0","n/a","","","","","Party Votes:","R","43344.0","","","","","","","","","",""
"494.0","California","CA","45.0","H8CA45114","","Julie","Bornstein","Bornstein, Julie","","D","18479.0","0.6098076098076098","","","111026.0","0.41708992005770273","","","","",""
"495.0","California","CA","45.0","H8CA45098","","Paul","Clay","Clay, Paul","","D","8697.0","0.287001287001287","","","","","","","","",""
"496.0","California","CA","45.0","H8CA45106","","David","Hunsicker","Hunsicker, David","","D","3127.0","0.1031911031911032","","","","","","","","",""
"497.0","California","CA","45.0","n/a","","","","","Party Votes:","D","30303.0","","","","","","","","","",""
"498.0","California","CA","45","n/a","","","","","District Votes:","","73647.0","","","","266192.0","","","","","",""
"499.0","California","CA","46.0","H8CA42061","(I)","Dana","Rohrabacher","Rohrabacher, Dana","","R","43693.0","0.8661684243914043","","","149818.0","0.5251667677380231","","","","",""
"500.0","California","CA","46.0","H8CA46104","","Ronald","St. John","St. John, Ronald","","R","6751.0","0.13383157560859568","","","","","","","","",""
"501.0","California","CA","46.0","n/a","","","","","Party Votes:","R","50444.0","","","","","","","","","",""
"502.0","California","CA","46.0","H8CA46096","","Debbie","Cook","Cook, Debbie","","D","24238.0","0.808014134746808","","","122891.0","0.43077780543121247","","","","",""
"503.0","California","CA","46.0","H8CA46088","","Daniel","Kalmick","Kalmick, Daniel","","D","5759.0","0.19198586525319197","","","","","","","","",""
"504.0","California","CA","46.0","n/a","","","","","Party Votes:","D","29997.0","","","","","","","","","",""
"505.0","California","CA","46.0","H4CA46095","","Thomas","Lash","Lash, Thomas","","GRE","223.0","1.0","","","8257.0","0.028943798483579117","","","","",""
"506.0","California","CA","46.0","n/a","","","","","Party Votes:","GRE","223.0","","","","","","","","","",""
"507.0","California","CA","46.0","H8CA46112","","Ernst P.","Gasteiger","Gasteiger, Ernst P.","","LBT","295.0","1.0","","","4311.0","0.015111628347185367","","","","",""
"508.0","California","CA","46.0","n/a","","","","","Party Votes:","LBT","295.0","","","","","","","","","",""
"509.0","California","CA","46","n/a","","","","","District Votes:","","80959.0","","","","285277.0","","","","","",""
"510.0","California","CA","47.0","H6CA46033","(I)","Loretta","Sanchez","Sanchez, Loretta","","D","16430.0","1.0","","","85878.0","0.6948957793889177","","","","",""
"511.0","California","CA","47.0","n/a","","","","","Party Votes:","D","16430.0","","","","","","","","","",""
"512.0","California","CA","47.0","H6CA47031","","Rosemarie ""Rosie""","Avila","Avila, Rosemarie ""Rosie""","","R","12245.0","1.0","","","31432.0","0.2543371310201968","","","","",""
"513.0","California","CA","47.0","n/a","","","","","Party Votes:","R","12245.0","","","","","","","","","",""
"514.0","California","CA","47.0","H8CA47052","","Robert","Lauten","Lauten, Robert","","AIP","398.0","1.0","","","6274.0","0.05076708959088555","","","","",""
"515.0","California","CA","47.0","n/a","","","","","Party Votes:","AIP","398.0","","","","","","","","","",""
"516.0","California","CA","47.0","n/a","","","","","District Votes:","","29073.0","","","","123584.0","","","","","",""
"517.0","California","CA","48.0","H6CA48039","(I)","John","Campbell","Campbell, John","","R","50101.0","1.0","","","171658.0","0.5560637767167042","","","","",""
"518.0","California","CA","48.0","n/a","","","","","Party Votes:","R","50101.0","","","","","","","","","",""
"519.0","California","CA","48.0","H6CA48070","","Steve","Young","Young, Steve","","D","22959.0","1.0","","","125537.0","0.4066607926090534","","","","",""
"520.0","California","CA","48.0","n/a","","","","","Party Votes:","D","22959.0","","","","","","","","","",""
"521.0","California","CA","48.0","H8CA48027","","Don","Patterson","Patterson, Don","","LBT","331.0","1.0","","","11507.0","0.03727543067424247","","","","",""
"522.0","California","CA","48.0","n/a","","","","","Party Votes:","LBT","331.0","","","","","","","","","",""
"523.0","California","CA","48","n/a","","","","","District Votes:","","73391.0","","","","308702.0","","","","","",""
"524.0","California","CA","49.0","H0CA48024","(I)","Darrell","Issa","Issa, Darrell","","R","41369.0","1.0","","","140300.0","0.582955914738023","","","","",""
"525.0","California","CA","49.0","n/a","","","","","Party Votes:","R","41369.0","","","","","","","","","",""
"526.0","California","CA","49.0","H8CA49041","","Robert","Hamilton","Hamilton, Robert","","D","21571.0","1.0","","","90138.0","0.3745294386504342","","","","",""
"527.0","California","CA","49.0","n/a","","","","","Party Votes:","D","21571.0","","","","","","","","","",""
"528.0","California","CA","49.0","H4CA49081","","Lars R.","Grossmith","Grossmith, Lars R.","","LBT","292.0","1.0","","","10232.0","0.04251464661154278","","","","",""
"529.0","California","CA","49.0","n/a","","","","","Party Votes:","LBT","292.0","","","","","","","","","",""
"530.0","California","CA","49","n/a","","","","","District Votes:","","63232.0","","","","240670.0","","","","","",""
"531.0","California","CA","50.0","H4CA49032","(I)","Brian","Bilbray","Bilbray, Brian","","R","58511.0","1.0","","","157502.0","0.5023955190078532","","","","",""
"532.0","California","CA","50.0","n/a","","","","","Party Votes:","R","58511.0","","","","","","","","","",""
"533.0","California","CA","50.0","H8CA50023","","Nick","Leibham","Leibham, Nick","","D","23874.0","0.576708457134575","","","141635.0","0.4517834017007866","","","","",""
"534.0","California","CA","50.0","H8CA50056","","Cheryl","Ede","Ede, Cheryl","","D","17523.0","0.42329154286542503","","","","","","","","",""
"535.0","California","CA","50.0","n/a","","","","","Party Votes:","D","41397.0","","","","","","","","","",""
"536.0","California","CA","50.0","H8CA50072","","Wayne","Dunlap","Dunlap, Wayne","","LBT","436.0","1.0","","","14365.0","0.04582107929136018","","","","",""
"537.0","California","CA","50.0","n/a","","","","","Party Votes:","LBT","436.0","","","","","","","","","",""
"538.0","California","CA","50","n/a","","","","","District Votes:","","100344.0","","","","313502.0","","","","","",""
"539.0","California","CA","51.0","H2CA50034","(I)","Bob","Filner","Filner, Bob","","D","31690.0","0.7568303400840657","","","148281.0","0.727491720838955","","","","",""
"540.0","California","CA","51.0","H2CA51131","","Daniel","Ramirez","Ramirez, Daniel","","D","10182.0","0.24316965991593428","","","","","","","","",""
"541.0","California","CA","51.0","n/a","","","","","Party Votes:","D","41872.0","","","","","","","","","",""
"542.0","California","CA","51.0","H8CA51039","","David Lee","Joy","Joy, David Lee","","R","13417.0","0.649702193598373","","","49345.0","0.24209493437998283","","","","",""
"543.0","California","CA","51.0","H8CA51047","","Daniel","Felzer","Felzer, Daniel","","R","7234.0","0.35029780640162705","","","","","","","","",""
"544.0","California","CA","51.0","n/a","","","","","Party Votes:","R","20651.0","","","","","","","","","",""
"545.0","California","CA","51.0","H6CA51058","","Dan ""Frodo""","Litwin","Litwin, Dan ""Frodo""","","LBT","156.0","1.0","","","6199.0","0.030413344781062186","","","","",""
"546.0","California","CA","51.0","n/a","","","","","Party Votes:","LBT","156.0","","","","","","","","","",""
"547.0","California","CA","51","n/a","","","","","District Votes:","","62679.0","","","","203825.0","","","","","",""
"548.0","California","CA","52.0","H8CA52052","","Duncan D.","Hunter","Hunter, Duncan D.","","R","47930.0","0.7217829982682027","","","160724.0","0.5636709242542207","","","","",""
"549.0","California","CA","52.0","H8CA52037","","Brian","Jones","Jones, Brian","","R","10862.0","0.1635720201792034","","","","","","","","",""
"550.0","California","CA","52.0","H8CA52060","","Robert","Watkins","Watkins, Robert","","R","5539.0","0.08341239364505684","","","","","","","","",""
"551.0","California","CA","52.0","H8CA52094","","Rick","Powell","Powell, Rick","","R","2074.0","0.031232587907537083","","","","","","","","",""
"552.0","California","CA","52.0","n/a","","","","","Party Votes:","R","66405.0","","","","","","","","","",""
"553.0","California","CA","52.0","H8CA52078","","Mike","Lumpkin","Lumpkin, Mike","","D","22460.0","0.579553078391908","","","111051.0","0.38946404898680637","","","","",""
"554.0","California","CA","52.0","H8CA52086","","Vickie","Butcher","Butcher, Vickie","","D","16294.0","0.42044692160809205","","","","","","","","",""
"555.0","California","CA","52.0","n/a","","","","","Party Votes:","D","38754.0","","","","","","","","","",""
"556.0","California","CA","52.0","H0CA52018","","Michael","Benoit","Benoit, Michael","","LBT","399.0","1.0","","","13316.0","0.04670019429188674","","","","",""
"557.0","California","CA","52.0","n/a","","","","","Party Votes:","LBT","399.0","","","","","","","","","",""
"558.0","California","CA","52","n/a","","Joseph M.","Ryan","Ryan, Joseph M.","","W","","","","","47.0","0.0001648324670861127","","","","",""
"559.0","California","CA","52","n/a","","","","","District Votes:","","105558.0","","","","285138.0","","","","","",""
"560.0","California","CA","53.0","H0CA49055","(I)","Susan A.","Davis","Davis, Susan A.","","D","43171.0","0.8759638016394773","","","161315.0","0.6848672423601736","","","","",""
"561.0","California","CA","53.0","H8CA53027","","Michael","Copass","Copass, Michael","","D","6113.0","0.12403619836052268","","","","","","","","",""
"562.0","California","CA","53.0","n/a","","","","","Party Votes:","D","49284.0","","","","","","","","","",""
"563.0","California","CA","53.0","H8CA53019","","Michael","Crimmins","Crimmins, Michael","","R","19819.0","0.7489890782661275","","","64658.0","0.2745073065525469","","","","",""
"564.0","California","CA","53.0","H8CA53035","","Naomi","Bar-Lev","Bar-Lev, Naomi","","R","6642.0","0.2510109217338725","","","","","","","","",""
"565.0","California","CA","53.0","n/a","","","","","Party Votes:","R","26461.0","","","","","","","","","",""
"566.0","California","CA","53.0","H8CA53043","","Edward M.","Teyssier","Teyssier, Edward M.","","LBT","413.0","1.0","","","9569.0","0.04062545108727955","","","","",""
"567.0","California","CA","53.0","n/a","","","","","Party Votes:","LBT","413.0","","","","","","","","","",""
"568.0","California","CA","53","n/a","","","","","District Votes:","","76158.0","","","","235542.0","","","","","",""
"569.0","California","CA","H","n/a","","","","","Total House Votes:","","3408562.0","","","","12322079.0","","","","","",""
"570.0","Colorado","CO","01","H6CO01141","(I)","Diana","DeGette","DeGette, Diana","","D","35804.0","1.0","","","203756.0","0.7193529368153109","","","","",""
"571.0","Colorado","CO","01","n/a","","","","","Party Votes:","D","35804.0","","","","","","","","","",""
"572.0","Colorado","CO","01","H2CO01108","","George C.","Lilly","Lilly, George C.","","R","6300.0","0.5815563555801717","","","67346.0","0.23776253402483327","","","","",""
"573.0","Colorado","CO","01","H4CO01088","","Charles R.","Crain","Crain, Charles R.","","R","4533.0","0.4184436444198283","","","","","","","","",""
"574.0","Colorado","CO","01","n/a","","","","","Party Votes:","R","10833.0","","","","","","","","","",""
"575.0","Colorado","CO","01","H8CO01071","","Martin L.","Buchanan","Buchanan, Martin L.","","LBT","n/a","n/a","","","12136.0","0.04284569407129416","","","","",""
"576.0","Colorado","CO","01","H8CO01089","","Gary","Swing","Swing, Gary","","W","","n/a","","","11.0","3.8835088561654236e-05","","","","",""
"577.0","Colorado","CO","01","n/a","","","","","District Votes:","","46637.0","","","","283249.0","","","","","",""
"578.0","Colorado","CO","02","H8CO02137","","Jared","Polis","Polis, Jared","","D","20493.0","0.41680395387149916","","","215602.0","0.6259711753980512","","","","",""
"579.0","Colorado","CO","02","H8CO02129","","Joan","Fitz-Gerald","Fitz-Gerald, Joan","","D","18599.0","0.378282181137755","","","","","","","","",""
"580.0","Colorado","CO","02","H8CO02111","","Will","Shafroth","Shafroth, Will","","D","10075.0","0.20491386499074582","","","","","","","","",""
"581.0","Colorado","CO","02","n/a","","","","","Party Votes:","D","49167.0","","","","","","","","","",""
"582.0","Colorado","CO","02","H8CO02152","","Scott","Starin","Starin, Scott","","R","19293.0","1.0","","","116619.0","0.33858745514301974","","","","",""
"583.0","Colorado","CO","02","n/a","","","","","Party Votes:","R","19293.0","","","","","","","","","",""
"584.0","Colorado","CO","02","H6CO02131","","J. A.","Calhoun","Calhoun, J. A.","","GRE","n/a","n/a","","","10031.0","0.0291236484838631","","","","",""
"585.0","Colorado","CO","02","H8CO02145","","William Robert ""Bill""","Hammons","Hammons, William Robert ""Bill""","","UPA","n/a","n/a","","","2176.0","0.006317720975065906","","","","",""
"586.0","Colorado","CO","02","n/a","","","","","District Votes:","","68460.0","","","","344428.0","","","","","",""
"587.0","Colorado","CO","03","H4CO03167","(I)","John T.","Salazar","Salazar, John T.","","D","22192.0","1.0","","","203457.0","0.6161274790366393","","","","",""
"588.0","Colorado","CO","03","n/a","","","","","Party Votes:","D","22192.0","","","","","","","","","",""
"589.0","Colorado","CO","03","H8CO03184","","Wayne","Wolf","Wolf, Wayne","","R","24263.0","1.0","","","126762.0","0.38387252096336066","","","","",""
"590.0","Colorado","CO","03","n/a","","","","","Party Votes:","R","24263.0","","","","","","","","","",""
"591.0","Colorado","CO","03","n/a","","","","","District Votes:","","46455.0","","","","330219.0","","","","","",""
"592.0","Colorado","CO","04","H8CO04067","","Betsy","Markey","Markey, Betsy","","D","19010.0","1.0","","","187348.0","0.5619686961947099","","","","",""
"593.0","Colorado","CO","04","n/a","","","","","Party Votes:","D","19010.0","","","","","","","","","",""
"594.0","Colorado","CO","04","H2CO04045","(I)","Marilyn N.","Musgrave","Musgrave, Marilyn N.","","R","31822.0","1.0","","","146030.0","0.4380313038052901","","","","",""
"595.0","Colorado","CO","04","n/a","","","","","Party Votes:","R","31822.0","","","","","","","","","",""
"596.0","Colorado","CO","04","n/a","","","","","District Votes:","","50832.0","","","","333378.0","","","","","",""
"597.0","Colorado","CO","05","H8CO05106","","Hal","Bidlack","Bidlack, Hal","","D","13146.0","1.0","","","113027.0","0.3704042340526635","","","","",""
"598.0","Colorado","CO","05","n/a","","","","","Party Votes:","D","13146.0","","","","","","","","","",""
"599.0","Colorado","CO","05","H6CO05159","(I)","Doug","Lamborn","Lamborn, Doug","","R","24995.0","0.4402465874064289","","","183179.0","0.6003014960100935","","","","",""
"600.0","Colorado","CO","05","H6CO05142","","Jeff","Crank","Crank, Jeff","","R","16794.0","0.29579920739762217","","","","","","","","",""
"601.0","Colorado","CO","05","H6CO05191","","Bentley","Rayburn","Rayburn, Bentley","","R","14986.0","0.2639542051959489","","","","","","","","",""
"602.0","Colorado","CO","05","n/a","","","","","Party Votes:","R","56775.0","","","","","","","","","",""
"603.0","Colorado","CO","05","H6CO05225","","Brian X.","Scott","Scott, Brian X.","","AMC","n/a","","","","8894.0","0.029146799062740664","","","","",""
"604.0","Colorado","CO","05","H6CO05209","","Rich","Hand","Hand, Rich","","W","n/a","n/a","","","45.0","0.0001474708745022858","","","","",""
"605.0","Colorado","CO","05","n/a","","","","","District Votes:","","69921.0","","","","305145.0","","","","","",""
"606.0","Colorado","CO","06","H8CO06138","","Mike","Coffman","Coffman, Mike","","R","28509.0","0.40119617224880383","","","250877.0","0.6066894306898369","","","","",""
"607.0","Colorado","CO","06","H8CO06153","","Wil","Armstrong","Armstrong, Wil","","R","23213.0","0.32666760484097945","","","","","","","","",""
"608.0","Colorado","CO","06","H8CO06161","","Ted","Harvey","Harvey, Ted","","R","10886.0","0.1531944835350408","","","","","","","","",""
"609.0","Colorado","CO","06","H8CO06179","","Steve","Ward","Ward, Steve","","R","8452.0","0.11894173937517591","","","","","","","","",""
"610.0","Colorado","CO","06","n/a","","","","","Party Votes:","R","71060.0","","","","","","","","","",""
"611.0","Colorado","CO","06","H8CO06187","","Hank","Eng","Eng, Hank","","D","27661.0","1.0","","","162641.0","0.39331056931016306","","","","",""
"612.0","Colorado","CO","06","n/a","","","","","Party Votes:","D","27661.0","","","","","","","","","",""
"613.0","Colorado","CO","06","n/a","","","","","District Votes:","","98721.0","","","","413518.0","","","","","",""
"614.0","Colorado","CO","07","H6CO07023","(I)","Ed","Perlmutter","Perlmutter, Ed","","D","29704.0","1.0","","","173937.0","0.6348204705212523","","","","",""
"615.0","Colorado","CO","07","n/a","","","","","Party Votes:","D","29704.0","","","","","","","","","",""
"616.0","Colorado","CO","07","H8CO07037","","John W.","Lerew","Lerew, John W.","","R","25155.0","1.0","","","100057.0","0.3651795294787477","","","","",""
"617.0","Colorado","CO","07","n/a","","","","","Party Votes:","R","25155.0","","","","","","","","","",""
"618.0","Colorado","CO","07","n/a","","","","","District Votes:","","54859.0","","","","273994.0","","","","","",""
"619.0","Colorado","CO","H","n/a","","","","","Total House Votes:","","435885.0","","","","2283931.0","","","","","",""
"620.0","Colorado","CO","S","S8CO00172","","Mark","Udall","Udall, Mark","","D","194227.0","1.0","","","1231049.0","0.5279592848516454","","","","",""
"621.0","Colorado","CO","S","n/a","","","","","Party Votes:","D","194227.0","","","","","","","","","",""
"622.0","Colorado","CO","S","S4CO00171","","Bob","Schaffer","Schaffer, Bob","","R","239212.0","1.0","","","990784.0","0.42491697087805014","","","","",""
"623.0","Colorado","CO","S","n/a","","","","","Party Votes:","R","239212.0","","","","","","","","","",""
"624.0","Colorado","CO","S","S2CO00142","","Douglas ""Dayhorse""","Campbell","Campbell, Douglas ""Dayhorse""","","AMC","n/a","n/a","","","59736.0","0.025618944363626384","","","","",""
"625.0","Colorado","CO","S","S8CO00222","","Bob","Kinsey","Kinsey, Bob","","GRE","n/a","n/a","","","50008.0","0.021446902533417505","","","","",""
"626.0","Colorado","CO","S","S8CO00248","","Buddy","Moore","Moore, Buddy","","W","n/a","n/a","","","116.0","4.9748854060878875e-05","","","","",""
"627.0","Colorado","CO","S","S2CO00134","","Gary","Cooper","Cooper, Gary","","W","n/a","n/a","","","10.0","4.288694315593006e-06","","","","",""
"628.0","Colorado","CO","S","S8CO00230","","Bruce E.","Lohmiller","Lohmiller, Bruce E.","","W","n/a","n/a","","","9.0","3.859824884033706e-06","","","","",""
"629.0","Colorado","CO","S","n/a","","","","","Total Senate Votes:","","433439.0","","","","2331712.0","","","","","",""
"630.0","Connecticut","CT","01","H8CT01046","(I)","John B.","Larson","Larson, John B.","","D","Winner","","","","194493.0","0.6580558064941788","","","211493.0","0.7155743223811312","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"631.0","Connecticut","CT","01","H8CT01046","(I)","John B.","Larson","Larson, John B.","","WF","","","","","17000.0","0.057518515886952434","","","211493.0","0.7155743223811312",""
"632.0","Connecticut","CT","01","H8CT01111","","Joe","Visconti","Visconti, Joe","","R","Winner","","","","76860.0","0.26005136065124496","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"633.0","Connecticut","CT","01","H8CT01129","","Stephen E.D.","Fournier","Fournier, Stephen E.D.","","GRE","","","","","7201.0","0.02436416664129085","","","","",""
"634.0","Connecticut","CT","01","n/a","","Matthew","Coleman","Coleman, Matthew","","W","","","","","3.0","1.0150326332991606e-05","","","","",""
"635.0","Connecticut","CT","01","n/a","","","","","District Votes:","","","","","","295557.0","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"636.0","Connecticut","CT","02","H2CT02112","(I)","Joe","Courtney","Courtney, Joe","","D","Winner","","","","198984.0","0.615971347290282","","","212148.0","0.6567215926151789","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"637.0","Connecticut","CT","02","H2CT02112","(I)","Joe","Courtney","Courtney, Joe","","WF","","","","","13164.0","0.04075024532489684","","","212148.0","0.6567215926151789",""
"638.0","Connecticut","CT","02","H8CT02069","","Sean","Sullivan","Sullivan, Sean","","R","Winner","","","","104574.0","0.32371742286582816","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"639.0","Connecticut","CT","02","H8CT02077","","G. Scott","Deshefy","Deshefy, G. Scott","","GRE","","","","","6300.0","0.019502168455397303","","","","",""
"640.0","Connecticut","CT","02","n/a","","Todd","Vachon","Vachon, Todd","","W","","","","","19.0","5.8816063595642655e-05","","","","",""
"641.0","Connecticut","CT","02","n/a","","","","","District Votes:","","","","","","323041.0","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"642.0","Connecticut","CT","03","H0CT03072","(I)","Rosa L.","DeLauro","DeLauro, Rosa L.","","D","Winner","","","","204761.0","0.6885777891366925","","","230172.0","0.7740308304861316","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"643.0","Connecticut","CT","03","H0CT03072","(I)","Rosa L.","DeLauro","DeLauro, Rosa L.","","WF","","","","","25411.0","0.08545304134943908","","","230172.0","0.7740308304861316",""
"644.0","Connecticut","CT","03","H8CT03059","","Bo","Itshaky","Itshaky, Bo","","R","Winner","","","","58583.0","0.1970050577062764","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"645.0","Connecticut","CT","03","H4CT03074","","Ralph A.","Ferrucci","Ferrucci, Ralph A.","","GRE","","","","","8613.0","0.02896411180759194","","","","",""
"646.0","Connecticut","CT","03","n/a","","","","","District Votes:","","","","","","297368.0","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"647.0","Connecticut","CT","04","H8CT04172","","Jim","Himes","Himes, Jim","","D","12260.0","0.8695035460992908","","","149345.0","0.4836677721066404","","","158475.0","0.5132361323418918","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"648.0","Connecticut","CT","04","H8CT04180","","Lisa Lee","Whitnum","Whitnum, Lisa Lee","","D","1840.0","0.13049645390070921","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"649.0","Connecticut","CT","04","n/a","","","","","Party Votes:","D","14100.0","","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"650.0","Connecticut","CT","04","H8CT04172","","Jim","Himes","Himes, Jim","","WF","","","","","9130.0","0.029568360235251445","","","158475.0","0.5132361323418918",""
